divipola,ano,departamento,municipio,votos_validos,votos_izquierda,pct_izquierda,votos_blanco,votos_nulos,votos_totales_emitidos,pct_votos_blanco,num_candidatos,lag_pct_izquierda,lag_pct_votos_blanco,lag_pct_izquierda_imputado,lag_pct_votos_blanco_imputado,peso_muestral,nbi_total,fuente_nbi,per_ocu,baja_confiabilidad_electoral,valido_para_modelado,region_dane
05674,2006,ANTIOQUIA,SAN VICENTE FERRER,7351,632.0,8.597469732009252,109.0,71.0,7531.0,1.447350949409109,7,3.43946875532096,1.7241379310344829,0,0,1.0,29.922854925078347,2005,64310.0,0,1,Andina
05679,2006,ANTIOQUIA,SANTA BARBARA,7851,1458.0,18.57088269010317,227.0,95.0,8173.0,2.777437905297932,7,3.5545023696682465,2.453430258973194,0,0,1.0,28.458212574761188,2005,64310.0,0,1,Andina
05686,2006,ANTIOQUIA,SANTA ROSA DE OSOS,11237,1080.0,9.611106167126456,432.0,199.0,11868.0,3.640040444893832,7,2.1625312997951287,2.7458215758628177,0,0,1.0,23.51898579685691,2005,64310.0,0,1,Andina
05690,2006,ANTIOQUIA,SANTO DOMINGO,3023,524.0,17.33377439629507,81.0,41.0,3145.0,2.575516693163752,7,3.062583222370173,2.5292443882390137,0,0,1.0,29.074384540721788,2005,64310.0,0,1,Andina
05697,2006,ANTIOQUIA,EL SANTUARIO,9636,765.0,7.9389788293897885,164.0,109.0,9909.0,1.6550610556060146,7,3.171293756172501,1.5127303717907743,0,0,1.0,20.733219790149032,2005,64310.0,0,1,Andina
05736,2006,ANTIOQUIA,SEGOVIA,5807,1266.0,21.80127432409161,265.0,83.0,6155.0,4.305442729488221,7,1.8795472918350848,4.213536701620591,0,0,1.0,41.36701954345824,2005,64310.0,0,1,Andina
05756,2006,ANTIOQUIA,SONSON,8762,582.0,6.642319105227116,147.0,135.0,9044.0,1.6253869969040249,7,4.038073262186328,2.26158038147139,0,0,1.0,33.74854531353758,2005,64310.0,0,1,Andina
05761,2006,ANTIOQUIA,SOPETRAN,3895,810.0,20.79589216944801,107.0,53.0,4055.0,2.6387176325524044,7,3.1275720164609053,1.375598086124402,0,0,1.0,33.55293668838406,2005,64310.0,0,1,Andina
05789,2006,ANTIOQUIA,TAMESIS,5664,805.0,14.212570621468926,108.0,78.0,5850.0,1.8461538461538465,7,3.726065206141108,1.772697150430749,0,0,1.0,28.24830671720624,2005,64310.0,0,1,Andina
05790,2006,ANTIOQUIA,TARAZA,4680,669.0,14.294871794871794,91.0,127.0,4898.0,1.8579011841567987,7,2.3493582771372634,2.3970497848801475,0,0,1.0,61.9709123257588,2005,64310.0,0,1,Andina
05792,2006,ANTIOQUIA,TARSO,1686,151.0,8.956109134045077,27.0,16.0,1729.0,1.5615962984384038,7,1.5945330296127564,1.6986301369863015,0,0,1.0,38.94468807469232,2005,64310.0,0,1,Andina
05809,2006,ANTIOQUIA,TITIRIBI,3024,390.0,12.8968253968254,88.0,34.0,3146.0,2.797202797202797,7,1.7346610986186957,2.851011649294911,0,0,1.0,27.78323633890107,2005,64310.0,0,1,Andina
05819,2006,ANTIOQUIA,TOLEDO,903,129.0,14.285714285714285,44.0,30.0,977.0,4.503582395087001,7,2.423603793466807,3.171456888007929,0,0,1.0,50.47487138899881,2005,64310.0,0,1,Andina
05837,2006,ANTIOQUIA,TURBO,21394,1247.0,5.828737029073572,283.0,215.0,21892.0,1.2927096656312809,7,0.7489282578379216,0.772318479752045,0,0,1.0,67.38367226629619,2005,64310.0,0,1,Andina
05842,2006,ANTIOQUIA,URAMITA,1436,164.0,11.420612813370472,25.0,16.0,1477.0,1.692620176032498,7,1.3968775677896468,1.36,0,0,1.0,63.59377153093565,2005,64310.0,0,1,Andina
05847,2006,ANTIOQUIA,URRAO,4982,367.0,7.366519470092332,151.0,53.0,5186.0,2.911685306594678,7,2.730030333670374,2.8044103547459254,0,0,1.0,40.20036495161487,2005,64310.0,0,1,Andina
